4830,ActorID,Name,Date of Birth,Birth City,Birth Country,Height (Inches),Biography,Gender,Ethnicity,NetWorth
6303,1473.0,Mandy Moore,4/10/1984,Nashua,USA,61.0,"Amanda Leigh Moore was born in Nashua, New Hampshire, on April 10, 1984, to Stacy (Friedman), a former news reporter, and Don Moore, an airline pilot. During her childhood, her family moved to Orlando, Florida, where she was raised. She has Russian Jewish (from her maternal grandfather), English, Scottish, and Irish, ancestry. After seeing the ...",,,
6304,1474.0,Robert Schwartzman,12/24/1982,Los Angeles,USA,68.0,"Robert Schwartzman was born on 24th December 1982 to parents, actress Talia Shire and producer Jack Schwartzman, in Los Angeles California. He was born into one of the film industry's most famous families, including uncle Francis Ford Coppola, cousin Nicolas Cage, cousin Sofia Coppola, (former) cousin-in-law Spike Jonze and brother Jason ...",,,
6305,1475.0,Patrick John Flueger,12/10/1983,Red Wing,USA,72.0,"Patrick John Flueger was born on December 10, 1983 in Red Wing, Minnesota, USA. He is an actor, known for Chicago P.D. (2014), Footloose (2011) and The 4400 (2004).",,,
6306,1476.0,Paul Walker,9/12/1973,Glendale,USA,74.0,"Paul William Walker IV was born in Glendale, California. He grew up together with his brothers, Caleb and Cody, and sisters, Ashlie and Amie. Their parents, Paul William Walker III, a sewer contractor, and Cheryl (Crabtree) Walker, a model, separated around September 2004. His grandfather, William Walker, was a Pearl Harbor survivor and a Navy ...",,,
6307,1477.0,Michelle Rodriguez,7/12/1978,San Antonio,USA,65.0,"Known for tough-chick roles, Michelle Rodriguez is proof that there is a cross between beauty and brawn. She was born Mayte Michelle Rodriguez on July 12, 1978, in San Antonio, Texas, to Carmen Milady Pared Espinal, from the Dominican Republic, and Rafael Rodr�guez Santiago, who served in the U.S. Army and was originally from Puerto Rico. Michelle...",,,
6308,1478.0,Jordana Brewster,4/26/1980,Panama City,Panama,67.0,"Raven-haired beauty Jordana Brewster was born on April 26, 1980 in Panama City, Panama. Her mother, Maria Jo�o Leal de Sousa, is a Brazilian-born model who appeared on the cover of Sports Illustrated in 1978 . Her father, Alden Brewster, is an American-born investment banker, who has English, Scottish, and Irish ancestry. Her paternal grandfather,...",,,
6309,1479.0,Rick Yune,8/22/1971,Washington,USA,72.0,"Rick Yune was born on August 22, 1971 in Washington, District of Columbia, USA as Richard Yun. He is an actor and producer, known for Die Another Day (2002), Olympus Has Fallen (2013) and The Fast and the Furious (2001).",,,
6310,1480.0,Chad Lindberg,11/1/1976,Mount Vernon,USA,72.0,"Chad Lindberg was born on November 1, 1976 in Mount Vernon, Washington, USA as Chad Tyler Lindberg. He is known for his work on The Fast and the Furious (2001), Supernatural (2005) and October Sky (1999).",,,
6311,1481.0,Johnny Strong,,Los Angeles,USA,72.0,"Johnny Strong is an American actor, musician, singer, songwriter and martial artist. Johnny's career as an artist started early on, drawing, painting and writing. He is best known for his roles in Black Hawk Down (as Medal of Honor recipient Randy Shughart) and The Fast  The Furious as 'Leon'. Johnny's credits include lead roles in Get Carter ...",,,
6312,1482.0,Matt Schulze,7/3/1972,St. Louis,USA,73.0,"Matt grew up in St. Louis and spent a good deal of time in the rough neighborhoods of East St. Louis. At age 16, he moved to Atlanta, where he studied guitar at the prestigious Atlanta Institute of Music. He moved back to St. Louis at age 17 and taught guitar for a year. He moved to Los Angeles in 1992 to be a studio musician, but ended up doing ...",,,
6313,1483.0,Vincent Cassel,11/23/1966,Paris,France,73.0,"Blue-eyed Vincent Cassel was born in Paris to a leading actor father, Jean-Pierre Cassel, and a journalist mother, Sabine Litique. Often labeled as a tough guy because of his roles, eclectic choices and talent have made of him a star of European cinema. First in La Haine (1995), the young actor, actually coming from upper classes, succeeded to ...",,,
6314,1484.0,Peter Dennis,10/25/1933,Dorking,UK,,"Peter Dennis was born on October 25, 1933 in Dorking, Surrey, England as Peter John Dennis. He was an actor, known for Shrek (2001), Ten Inch Hero (2007) and Sideways (2004). He was married to Diane Mercer and Audrey B. Cooper. He died on April 18, 2009 in Shadow Hills, California, USA.",,,
6315,1485.0,Clive Pearse,,England,UK,,"Clive Pearse was born in England. He is an actor, known for Shrek (2001), HGTV Design Star (2006) and Designed to Sell (2004).",,,
6316,1486.0,Bobby Block,,,,,"Bobby Block is known for his work on Shrek (2001), The Polar Express (2004) and Finding Nemo (2003).",,,
6317,1487.0,Jennifer Connelly,12/12/1970,Catskill Mountains,USA,66.0,"Jennifer Connelly was born in the Catskill Mountains, New York, to Ilene (Schuman), a dealer of antiques, and Gerard Connelly, a clothing manufacturer. Her father had Irish and Norwegian ancestry, and her mother was from a Jewish immigrant family. Jennifer grew up in Brooklyn Heights, just across the Brooklyn Bridge from Manhattan, except for the ...",,,
6318,1488.0,Paul Bettany,5/27/1971,Harlesden,UK,75.0,"Paul Bettany is an English actor. He first came to the attention of mainstream audiences when he appeared in the British film Gangster No. 1 (2000), and director Brian Helgeland's film A Knight's Tale (2001). He has gone on to appear in a wide variety of films, including A Beautiful Mind (2001), Master and Commander: The Far Side of the World (...",,,
6319,1489.0,Josh Lucas,6/20/1971,Fayetteville,USA,61.0,"Josh Lucas was born in Little Rock, Arkansas, to Michele (LeFevre), a nurse midwife, and Don Maurer, an ER doctor. Lucas' film career began by accident in 1979 when a small Canadian film production shot on the tiny coastal South Carolina Island, Sullivan's Island, where Lucas and his family lived. Unbeknownst to the filmmakers, 8 year old Lucas was...",,,
6320,1490.0,Anthony Rapp,10/26/1971,Joliet,USA,68.0,"Anthony Rapp started his career at the age of six, and received his first professional job at the age of nine. His breakout came when he originated the role of ""Mark Cohen"" in Jonathan Larson's production of the Broadway musical ""Rent"". He can be heard on the original cast recording.",,,
6321,1491.0,Jason Gray-Stanford,5/19/1970,Vancouver,Canada,61.0,"Jason Gray-Stanford was born on May 19, 1970 in Vancouver, British Columbia, Canada. He is an actor, known for Monk (2002), A Beautiful Mind (2001) and Flags of Our Fathers (2006). He was previously married to Jes Macallan.",,,
6322,1492.0,Penlope Cruz,4/28/1974,Alcobendas,Spain,66.0,"Known outside her native country as the ""Spanish enchantress"", Pen�lope Cruz S�nchez was born in Madrid to Eduardo Cruz, a retailer, and Encarna S�nchez, a hairdresser. As a toddler, she was already a compulsive performer, re-enacting TV commercials for her family's amusement, but she decided to focus her energies on dance. After studying ...",,,
6323,1493.0,Jason Lee,4/25/1970,Orange,USA,73.0,"Born in Orange, California in 1970, Jason Lee is an American film photographer, actor, producer, and director. Well known for having been a professional skateboarder during skateboarding's very pivotal late 80s and early 90s, Lee would go on to pursue acting in 1993, working in film, television, and voiceover, and with such directors as Kevin ...",,,
6324,1494.0,Noah Taylor,9/4/1969,London,UK,68.0,"Noah George Taylor, the elder of two boys, was born in 1969 in London, England, to Maggie (Miller), a journalist and book editor, and Paul Taylor, a copywriter and journalist. His family lived in both England and New Zealand before returning to his parents' native Australia in 1974. His parents divorced when he was a teenager and his father ...",,,
6325,1495.0,Tilda Swinton,11/5/1960,London,UK,61.0,"The iconoclastic gifts of the visually striking and fiercely talented actress Tilda Swinton have been appreciated by a more international audience of late. She was born Katherine Mathilda Swinton on November 5, 1960, in London, England. Her mother, Judith Balfour, Lady Swinton (n�e Killen), was Australian, and her father, Major-General Sir John ...",,,
6326,1496.0,Michael Shannon,8/7/1974,Lexington,USA,75.0,"Michael Corbett Shannon was born and raised in Lexington, Kentucky, the son of Geraldine Hine, a lawyer, and Donald Sutherlin Shannon, an accounting professor at DePaul University. His grandfather was entomologist Raymond Corbett Shannon. Shannon began his professional stage career in Chicago. His first acting role was in ""Winterset"" at the ...",,,
6327,1497.0,Lil' Zane,7/11/1982,Yonkers,USA,65.0,"Actor/rapper Lil' Zane was named after his dad and grew up in Atlanta, Georgia. He has been writing and rhyming since he was 10. When he was 11 he approached Worldwide Entertainment CEO Kevin Wales outside an Atlanta talent show and told him he wanted to be a star. Zane got his big break on 112's ""Anywhere"" song. He earned props for his writing ...",,,
6328,1498.0,Denise Dowse,2/21/1958,Honolulu,USA,,"Denise Dowse was born on February 21, 1958 in Honolulu, Hawaii, USA. She is an actress and director, known for Ray (2004), Pleasantville (1998) and Starship Troopers (1997).",,,
6329,1499.0,James Avery,11/27/1945,Pughsville [now Suffolk],USA,76.0,"Although known as the uncle/patriarch and judge ""Philip Banks"" on The Fresh Prince of Bel-Air (1990), James Avery was a classically trained actor and scholar. A native of Atlantic City, New Jersey, USA, he joined the US Navy after graduating high school and served in Vietnam from 1968 to 1969. Upon leaving the military, he moved to San Diego, ...",,,
6330,1500.0,Elayn J. Taylor,,,,,"Elayn J. Taylor is an actress, known for Dr. Dolittle 2 (2001), Rules of Engagement (2000) and Something's Gotta Give (2003).",,,
6331,1501.0,Andy Richter,10/28/1966,Grand Rapids,USA,73.0,"Andy Richter was born in Grand Rapids, Michigan, the second of four children of Glenda (Palmer), a kitchen cabinet designer, and Laurence R. Richter, who taught Russian at Indiana University. He was raised in Yorkville, Illinois. His parents divorced when he was four. Richter attended the University of Illinois Urbana/Champaign and then moved to ...",,,
6332,1502.0,Cecelia Ann Birt,,,,,"Cecelia Ann Birt is an actress, known for Ocean's Eleven (2001), Law Abiding Citizen (2009) and Do No Harm (2013).",,,
6333,1503.0,Paul L. Nolan,6/9/1954,Philadelphia,USA,,"Paul L. Nolan was born on June 9, 1954 in Philadelphia, Pennsylvania, USA. He is known for his work on Ocean's Eleven (2001), Signs (2002) and Death on Saturn's Moon (2000).",,,
6334,1504.0,Carol Florence,,,,,"Carol Florence is an actress, known for 12 Monkeys (1995), Ocean's Eleven (2001) and Ladder 49 (2004).",,,
6335,1505.0,Lori Galinski,,,,,"Lori Galinski is an actress, known for Ocean's Eleven (2001).",,,
6336,1506.0,Bernie Mac,10/5/1957,Chicago,USA,74.0,"Bernard Jeffrey McCollough was born in 1957 in Chicago, the son of Mary McCullough and Jeffery Harrison. He grew up in the city, in a rougher neighborhood than most others, with a large family living under one roof. This situation provided him with a great insight into his comedy, as his family, and the situations surrounding them would be what ...",,,
6337,1507.0,Mark Gantt,12/10/1968,Stockton,USA,74.0,"Mark Gantt is best known for co-creating, co-writing and starring in The Bannen Way for Crackle and Sony Pictures. The Streamy Award winning Bannen Way included Academy Award nominees Robert Forster and Michael Lerner. Mark, a twenty-year veteran, is a multi-hyphenate who learned the business from the ground up, and has had the good fortune of ...",,,
6338,1508.0,Tim Perez,,,,61.0,"Starting out, Tim was cast as an extra (bad guy) in several roles. This is how he came known by the name The Atlanta Toughguy! Since then, he's been cast as a gang member, soldier, pilot, father, military man, killer, business man, and others. Tim's greatest strength as an actor is his ability to pull from his real-life experiences.",,,
6339,1509.0,Giancarlo Giannini,8/1/1942,La Spezia,Italy,67.0,"Giancarlo Giannini is an Oscar-nominated Italian actor, director and multilingual dubber who made an international reputation for his leading roles in Italian films as well as for his mastery of a variety of languages and dialects. He was born August 1, 1942, in La Spezia, Italy. For ten years young Giannini lived and studied in Naples, earning his...",,,
